datetime,actual,mean,naive,seasonal_naive,drift,sarimax,random_forest,gradient_boosting
2019-10-06,52.33063095238096,55.97639942528736,54.287059523809525,54.287059523809525,56.78704034391534,55.25302295458208,54.960552638322014,54.82188378354378
2019-10-13,55.80170833333334,55.97639942528736,54.287059523809525,56.33339880952381,56.83511689814815,58.07442260072264,55.625738330938205,55.863469278383924
2019-10-20,56.13279166666666,55.97639942528736,54.287059523809525,56.55730952380953,56.88319345238095,58.422426383929064,55.582605560596186,55.53561862174275
2019-10-27,56.48441071428572,55.97639942528736,54.287059523809525,57.687714285714286,56.93127000661376,58.62850684831897,57.61140465800435,58.45982690958743
2019-11-03,55.02963095238096,55.97639942528736,54.287059523809525,53.707708333333336,56.97934656084656,56.47283971863289,55.07011446070956,55.062389292781596
2019-11-10,58.15936309523809,55.97639942528736,54.287059523809525,59.21035714285715,57.027423115079365,61.096843200746406,57.653097524945004,57.54432384724064
2019-11-17,59.11223809523809,55.97639942528736,54.287059523809525,59.97938095238096,57.075499669312165,61.81492455444922,58.58011423320577,59.6763080123568
2019-11-24,59.73594047619047,55.97639942528736,54.287059523809525,60.69883333333333,57.12357622354497,61.63220968888551,58.75778889931198,59.740997262727895
2019-12-01,59.84283333333334,55.97639942528736,54.287059523809525,61.95860119047619,57.17165277777778,63.101072954781316,59.11749277788646,60.13405886109104
2019-12-08,61.05929761904762,55.97639942528736,54.287059523809525,63.12195833333334,57.21972933201058,63.90399019523271,59.831328908848256,59.99271506905886
2019-12-15,61.24219047619047,55.97639942528736,54.287059523809525,62.71340476190476,57.26780588624339,63.153396757222815,59.25642852444729,60.82151598644254
2019-12-22,56.83676785714285,55.97639942528736,54.287059523809525,57.949869047619046,57.31588244047619,58.82480099013685,59.618515660241805,59.46538656183621
2019-12-29,46.50530952380953,55.97639942528736,54.287059523809525,48.223803571428576,57.363958994708995,50.134305087677,50.569052955834266,51.28993483589041
2020-01-05,50.161702380952384,55.97639942528736,54.287059523809525,54.85843452380953,57.412035548941795,58.94004627589473,53.93011168057439,53.01732794782089
2020-01-12,59.07759523809524,55.97639942528736,54.287059523809525,60.05204761904762,57.4601121031746,63.079169830734756,58.72826279339561,58.21493398175307
2020-01-19,60.36169642857143,55.97639942528736,54.287059523809525,61.86826785714285,57.50818865740741,63.58255011887277,59.420949505749114,59.71100329582279
2020-01-26,60.89373214285715,55.97639942528736,54.287059523809525,60.12823214285714,57.55626521164021,63.582689484547075,60.97260115971276,61.73792698570989
2020-02-02,60.83919642857143,55.97639942528736,54.287059523809525,60.81609523809524,57.604341765873016,62.91072788304922,59.82078658550164,60.403625378735136
2020-02-09,60.259839285714285,55.97639942528736,54.287059523809525,61.24415476190477,57.65241832010582,62.44545631073668,59.668948753467475,58.99897471835155
2020-02-16,60.845125,55.97639942528736,54.287059523809525,60.73777380952381,57.700494874338624,62.27238680196439,59.62725100312738,58.99727071733594
2020-02-23,59.787327380952384,55.97639942528736,54.287059523809525,60.69296428571428,57.748571428571424,61.649054062574486,59.53849269335789,59.12685251135078
2020-03-01,58.89913690476191,55.97639942528736,54.287059523809525,63.44200595238095,57.79664798280423,62.07932118736315,59.14510727866598,59.064922733580026
2020-03-08,58.68847023809524,55.97639942528736,54.287059523809525,59.17857142857143,57.84472453703704,60.78895244601291,59.198397071159334,60.37786428673418
2020-03-15,58.534238095238095,55.97639942528736,54.287059523809525,60.88598809523809,57.89280109126984,60.60012153680451,58.78200113195431,59.06100686828055
2020-03-22,55.37274404761904,55.97639942528736,54.287059523809525,60.75360714285714,57.940877645502646,59.21476294823564,58.438263233023186,58.20883316113563
2020-03-29,53.47198214285714,55.97639942528736,54.287059523809525,55.40161904761904,57.988954199735446,56.73541699376478,58.64657164438342,56.862573113585434
2020-04-05,52.84526785714286,55.97639942528736,54.287059523809525,54.534148809523806,58.03703075396825,57.02722485931745,55.4547684136827,56.69518700611181
2020-04-12,47.21088690476191,55.97639942528736,54.287059523809525,56.09988095238096,58.08510730820106,55.942715303894886,57.70573754968389,58.04297392530701
2020-04-19,47.41569642857143,55.97639942528736,54.287059523809525,54.43427380952381,58.13318386243386,55.827782895167104,53.69838624148718,53.87784420220359
2020-04-26,50.17241666666666,55.97639942528736,54.287059523809525,55.34271428571428,58.18126041666667,57.1882759319198,53.74136437305369,53.04504201567609
2020-05-03,48.161904761904765,55.97639942528736,54.287059523809525,52.81313690476191,58.22933697089947,54.31945358031432,53.35260879336737,52.76764083801798
2020-05-10,49.59077976190476,55.97639942528736,54.287059523809525,52.85682142857143,58.277413525132275,55.26392029100501,54.7436560472853,54.59224534075289
2020-05-17,50.92697619047619,55.97639942528736,54.287059523809525,55.369166666666665,58.325490079365075,55.35813173364699,54.69973820062095,54.627699160502374
2020-05-24,47.43964285714286,55.97639942528736,54.287059523809525,53.64008928571428,58.37356663359788,53.09262256704826,54.66304483470025,54.15150096528919
2020-05-31,49.52760714285714,55.97639942528736,54.287059523809525,53.98164880952381,58.42164318783068,53.7293316083756,53.5690926955546,53.031888092555405
2020-06-07,48.776244047619045,55.97639942528736,54.287059523809525,56.448547619047616,58.46971974206349,55.010382135580116,54.32117932083504,53.59705759096352
2020-06-14,48.219744047619045,55.97639942528736,54.287059523809525,55.91553571428572,58.5177962962963,56.40194550532122,53.55078835257937,52.99344973217853
2020-06-21,49.81394642857143,55.97639942528736,54.287059523809525,56.29283928571428,58.5658728505291,56.98528636743017,53.83408896128587,53.12621216041629
2020-06-28,50.48079166666666,55.97639942528736,54.287059523809525,55.683684523809525,58.613949404761904,57.99123959223134,54.8872927698713,54.39504515626851
2020-07-05,51.458875,55.97639942528736,54.287059523809525,55.95719642857143,58.662025958994704,57.39996073174943,54.7183502528864,55.20670010464251
2020-07-12,51.25257738095238,55.97639942528736,54.287059523809525,53.87878571428572,58.71010251322751,55.20969942072372,53.58048804574358,52.75962359918119
2020-07-19,50.89618452380952,55.97639942528736,54.287059523809525,53.46576785714286,58.75817906746032,54.632481831284494,53.562151220993975,53.10925631401174
2020-07-26,50.47573809523809,55.97639942528736,54.287059523809525,55.10847619047619,58.80625562169312,54.725330010469094,53.93439128306576,53.864845581426735
2020-08-02,50.049392857142855,55.97639942528736,54.287059523809525,54.96707738095238,58.854332175925926,54.928964155612874,53.02750357132938,52.80346086601968
2020-08-09,49.45092261904762,55.97639942528736,54.287059523809525,54.29031547619047,58.902408730158726,55.72852906569442,52.97549880878688,52.48932283416758
2020-08-16,52.07673809523809,55.97639942528736,54.287059523809525,53.30570238095238,58.95048528439153,56.14436341891971,53.02453966234883,52.36484016616256
2020-08-23,51.872059523809526,55.97639942528736,54.287059523809525,54.65057142857143,58.99856183862434,56.89048919122946,53.05139831584474,52.863901364984805
2020-08-30,51.653375,55.97639942528736,54.287059523809525,54.58705357142857,59.04663839285714,55.179753848583665,53.73603920339662,53.42173540489455
2020-09-06,51.61774404761905,55.97639942528736,54.287059523809525,54.90651190476191,59.09471494708995,55.06358039151503,53.40593117337022,53.32662256963951
2020-09-13,51.50763095238096,55.97639942528736,54.287059523809525,55.12004761904762,59.14279150132275,55.61708608843192,53.640681755045335,53.35371183745764
2020-09-20,52.18132738095238,55.97639942528736,54.287059523809525,56.60389285714285,59.190868055555555,56.88677976015343,53.779010470067995,53.557287140380836
2020-09-27,53.41193452380953,55.97639942528736,54.287059523809525,56.12404166666666,59.238944609788355,57.319565660230914,54.846140017934395,54.82544738380807
2020-10-04,57.41031944444445,55.97639942528736,54.287059523809525,54.287059523809525,59.28702116402116,55.85991584022679,53.95794233202002,53.45825863648086
